ID,restaurantID,IDCustomer,rating,content
3862,296,726,1.0,Troppo rumoroso per i miei gusti.
3863,296,336,5.0,Servizio impeccabile davvero soddisfatto.
3864,296,490,1.0,Troppo rumoroso per i miei gusti.
3865,296,720,2.5,Buon posto per una pausa pranzo veloce.
3866,296,449,4.5,Ottimo servizio e cibo delizioso!
3867,296,850,5.0,Piatti curati nei minimi dettagli.
3868,296,264,1.0,Troppo rumoroso per i miei gusti.
3869,296,352,0.5,Cibo senza sapore.
3870,296,916,3.5,Ci tornerò sicuramente.
3871,296,764,1.0,Tavoli sporchi e servizio lento.
3872,296,734,3.5,Ottimo servizio e cibo delizioso!
3873,296,387,3.5,Ottimo servizio e cibo delizioso!
3874,296,961,2.5,Buon posto per una pausa pranzo veloce.
3875,296,142,1.5,Pessimo rapporto qualità/prezzo.
3876,296,687,3.0,Servizio un po' freddo ma veloce.
3877,296,306,4.5,Ingredienti freschissimi e di qualità.
3878,296,819,4.5,Ottimo servizio e cibo delizioso!
3879,296,959,3.0,Esperienza discreta.
3880,296,786,1.5,Pessimo rapporto qualità/prezzo.
3881,296,374,1.0,Personale scortese peccato perché il cibo era buono.
3882,297,780,1.0,Esperienza negativa non tornerò.
3883,297,907,5.0,Vasta scelta di piatti vegetariani.
3884,297,584,2.0,Esperienza negativa non tornerò.
3885,297,977,2.0,Personale scortese peccato perché il cibo era buono.
3886,297,567,3.5,Esperienza fantastica personale gentile.
3887,297,857,2.5,Esperienza discreta.
3888,297,727,4.0,Piatti curati nei minimi dettagli.
3889,297,238,2.5,Non all'altezza delle aspettative.
3890,298,570,1.5,Tavoli sporchi e servizio lento.
3891,298,287,2.5,Buono ma potrebbe migliorare.
3892,298,421,4.0,Porzioni abbondanti e sapori genuini.
3893,298,563,4.0,Prezzi onesti e piatti ben presentati.
3894,298,388,2.5,Piatti nella media.
3895,298,588,2.5,Buon posto per una pausa pranzo veloce.
3896,298,691,0.5,Personale scortese peccato perché il cibo era buono.
3897,298,722,3.5,Tutto perfetto consigliato!
3898,298,552,4.0,Prezzi onesti e piatti ben presentati.
3899,298,59,1.0,Troppo rumoroso per i miei gusti.
3900,298,460,2.0,Esperienza negativa non tornerò.
3901,298,154,3.5,Esperienza fantastica personale gentile.
3902,298,596,2.5,Buono ma potrebbe migliorare.
3903,298,408,2.0,Cibo senza sapore.
3904,298,900,2.0,Tavoli sporchi e servizio lento.
3905,298,173,3.5,Esperienza fantastica personale gentile.
3906,298,779,4.5,Ingredienti freschissimi e di qualità.
3907,298,752,1.0,Delusione totale.
3908,298,545,3.5,Il migliore della zona!
3909,298,167,1.0,Tavoli sporchi e servizio lento.
3910,299,606,1.5,Delusione totale.
3911,299,846,2.0,Porzioni ridicole rispetto al prezzo.
3912,299,109,3.5,Servizio impeccabile davvero soddisfatto.
3913,299,338,4.0,Ottima atmosfera per una serata romantica.
3914,299,783,2.5,Qualità media prezzi alti.
3915,299,490,1.5,Non consiglio questo posto.
3916,299,726,2.0,Personale scortese peccato perché il cibo era buono.
3917,299,516,2.0,Troppo rumoroso per i miei gusti.
3918,299,337,3.5,Servizio impeccabile davvero soddisfatto.
3919,299,370,1.0,Tavoli sporchi e servizio lento.
3920,299,542,2.5,Servizio un po' freddo ma veloce.
3921,299,551,4.0,Ingredienti freschissimi e di qualità.
3922,299,29,1.0,Cibo senza sapore.
3923,300,261,4.0,Piatti curati nei minimi dettagli.
3924,300,914,2.0,Pessimo rapporto qualità/prezzo.
3925,300,321,3.0,Tempi di attesa accettabili.
3926,300,38,2.0,Tempi di attesa troppo lunghi.
3927,300,291,5.0,Servizio impeccabile davvero soddisfatto.
3928,300,496,3.0,Tempi di attesa accettabili.
3929,300,330,0.5,Troppo rumoroso per i miei gusti.
3930,300,792,4.5,Ottimo servizio e cibo delizioso!
3931,300,476,3.0,Locale carino ma nulla di speciale.
3932,300,644,2.0,Esperienza negativa non tornerò.
3933,301,465,2.0,Non consiglio questo posto.
3934,301,464,5.0,Il migliore della zona!
3935,301,140,3.5,Piatti curati nei minimi dettagli.
3936,301,122,2.0,Cibo senza sapore.
3937,301,258,4.0,Il migliore della zona!
3938,301,307,3.5,Ingredienti freschissimi e di qualità.
3939,301,17,3.0,Buon posto per una pausa pranzo veloce.
3940,301,554,3.0,Locale carino ma nulla di speciale.
3941,301,10,4.5,Servizio impeccabile davvero soddisfatto.
3942,301,368,2.5,Non all'altezza delle aspettative.
3943,302,368,4.5,Tutto perfetto consigliato!
3944,302,432,0.5,Troppo rumoroso per i miei gusti.
3945,302,805,1.5,Esperienza negativa non tornerò.
3946,302,967,2.0,Delusione totale.
3947,302,717,5.0,Vasta scelta di piatti vegetariani.
3948,302,162,2.0,Pessimo rapporto qualità/prezzo.
3949,302,767,3.5,Il dolce era spettacolare!
3950,302,157,1.5,Pessimo rapporto qualità/prezzo.
3951,302,641,3.0,Non all'altezza delle aspettative.
3952,303,369,2.0,Delusione totale.
3953,303,467,3.0,Piatti nella media.
3954,303,743,5.0,Servizio impeccabile davvero soddisfatto.
3955,303,841,3.0,Buon posto per una pausa pranzo veloce.
3956,303,779,3.0,Piatti nella media.
3957,303,361,2.0,Pessimo rapporto qualità/prezzo.
3958,303,739,0.5,Tavoli sporchi e servizio lento.
3959,303,669,3.5,Vasta scelta di piatti vegetariani.
3960,303,646,4.5,Ci tornerò sicuramente.
3961,303,296,3.0,Qualità media prezzi alti.
3962,303,777,2.5,Qualità media prezzi alti.
3963,303,858,1.5,Tavoli sporchi e servizio lento.
3964,303,182,2.0,Pessimo rapporto qualità/prezzo.
3965,303,954,2.0,Porzioni ridicole rispetto al prezzo.
3966,304,667,1.5,Pessimo rapporto qualità/prezzo.
3967,304,308,1.5,Delusione totale.
3968,304,695,3.0,Buon posto per una pausa pranzo veloce.
3969,304,540,1.5,Troppo rumoroso per i miei gusti.
3970,304,644,5.0,Ci tornerò sicuramente.
3971,304,532,4.5,Il dolce era spettacolare!
3972,305,701,3.0,Qualità media prezzi alti.
3973,305,101,0.5,Porzioni ridicole rispetto al prezzo.
3974,305,727,4.0,Ottima atmosfera per una serata romantica.
3975,305,190,1.0,Esperienza negativa non tornerò.
3976,305,164,4.0,Ingredienti freschissimi e di qualità.
3977,305,89,4.5,Ottima atmosfera per una serata romantica.
3978,305,629,1.5,Pessimo rapporto qualità/prezzo.
3979,305,638,5.0,Fantastico per una cena tra amici.
3980,305,731,5.0,Porzioni abbondanti e sapori genuini.
3981,305,269,1.5,Troppo rumoroso per i miei gusti.
3982,305,294,3.5,Tutto perfetto consigliato!
3983,305,191,1.5,Esperienza negativa non tornerò.
3984,306,532,2.0,Personale scortese peccato perché il cibo era buono.
3985,306,411,3.5,Prezzi onesti e piatti ben presentati.
3986,306,870,3.0,Non all'altezza delle aspettative.
3987,306,764,1.0,Cibo senza sapore.
3988,306,753,4.0,Ottimo servizio e cibo delizioso!
3989,306,951,2.0,Troppo rumoroso per i miei gusti.
3990,306,891,4.0,Fantastico per una cena tra amici.
3991,306,564,4.5,Fantastico per una cena tra amici.
3992,306,162,3.5,Tutto perfetto consigliato!
3993,306,38,4.0,Ci tornerò sicuramente.
3994,306,664,3.5,Porzioni abbondanti e sapori genuini.
3995,306,202,2.0,Esperienza negativa non tornerò.
3996,306,713,2.5,Menù vario ma niente che mi abbia colpito.
3997,307,635,3.5,Esperienza fantastica personale gentile.
3998,307,660,0.5,Personale scortese peccato perché il cibo era buono.
3999,307,831,4.0,Ci tornerò sicuramente.
4000,307,168,2.0,Esperienza negativa non tornerò.
4001,307,842,1.0,Non consiglio questo posto.
4002,307,319,5.0,Ottima atmosfera per una serata romantica.
4003,307,143,3.5,Tutto perfetto consigliato!
4004,308,27,4.0,Ingredienti freschissimi e di qualità.
4005,308,15,4.5,Ottimo servizio e cibo delizioso!
4006,308,355,2.5,Tempi di attesa accettabili.
4007,308,16,3.5,Vasta scelta di piatti vegetariani.
4008,308,537,4.5,Prezzi onesti e piatti ben presentati.
4009,308,364,4.0,Ci tornerò sicuramente.
4010,308,413,1.5,Porzioni ridicole rispetto al prezzo.
4011,308,513,4.0,Il migliore della zona!
4012,308,62,1.5,Delusione totale.
4013,308,896,4.5,Ottima atmosfera per una serata romantica.
4014,308,431,3.0,Menù vario ma niente che mi abbia colpito.
4015,308,912,0.5,Non consiglio questo posto.
4016,308,754,1.0,Non consiglio questo posto.
4017,308,94,2.5,Buon posto per una pausa pranzo veloce.
4018,308,506,4.5,Ottimo servizio e cibo delizioso!
4019,308,320,4.5,Fantastico per una cena tra amici.
4020,308,433,5.0,Ci tornerò sicuramente.
4021,308,958,4.0,Il dolce era spettacolare!
4022,308,777,4.5,Il dolce era spettacolare!
4023,308,134,3.5,Ci tornerò sicuramente.
4024,309,204,1.5,Personale scortese peccato perché il cibo era buono.
4025,309,697,0.5,Personale scortese peccato perché il cibo era buono.
4026,309,326,4.5,Ci tornerò sicuramente.
4027,309,887,5.0,Ottimo servizio e cibo delizioso!
4028,309,27,1.0,Troppo rumoroso per i miei gusti.
4029,309,777,0.5,Porzioni ridicole rispetto al prezzo.
4030,309,38,1.5,Personale scortese peccato perché il cibo era buono.
4031,309,625,2.0,Tempi di attesa troppo lunghi.
4032,309,5,0.5,Cibo senza sapore.
4033,309,640,2.5,Esperienza discreta.
4034,309,223,3.0,Buon posto per una pausa pranzo veloce.
4035,310,769,2.0,Troppo rumoroso per i miei gusti.
4036,310,136,0.5,Tavoli sporchi e servizio lento.
4037,310,880,2.5,Esperienza discreta.
4038,310,132,2.5,Servizio un po' freddo ma veloce.
4039,310,517,1.5,Troppo rumoroso per i miei gusti.
4040,310,135,4.0,Prezzi onesti e piatti ben presentati.
4041,310,790,4.0,Servizio impeccabile davvero soddisfatto.
4042,311,784,1.5,Non consiglio questo posto.
4043,311,122,1.0,Personale scortese peccato perché il cibo era buono.
4044,311,125,2.0,Pessimo rapporto qualità/prezzo.
4045,311,192,3.0,Locale carino ma nulla di speciale.
4046,311,839,1.0,Esperienza negativa non tornerò.
4047,311,945,2.5,Menù vario ma niente che mi abbia colpito.
4048,312,688,4.0,Ci tornerò sicuramente.
4049,312,778,3.0,Buon posto per una pausa pranzo veloce.
4050,312,250,2.0,Tempi di attesa troppo lunghi.
4051,312,272,2.5,Piatti nella media.
4052,312,113,5.0,Locale accogliente e atmosfera rilassante.
4053,312,353,1.0,Cibo senza sapore.
4054,313,276,1.0,Troppo rumoroso per i miei gusti.
4055,313,30,4.0,Il migliore della zona!
4056,313,192,0.5,Delusione totale.
4057,313,239,3.0,Servizio un po' freddo ma veloce.
4058,313,461,4.0,Vasta scelta di piatti vegetariani.
4059,313,800,4.0,Fantastico per una cena tra amici.
4060,313,985,3.5,Ci tornerò sicuramente.
4061,313,671,5.0,Vasta scelta di piatti vegetariani.
4062,313,663,5.0,Il migliore della zona!
4063,314,254,2.0,Cibo senza sapore.
4064,314,558,5.0,Ingredienti freschissimi e di qualità.
4065,314,870,4.5,Servizio impeccabile davvero soddisfatto.
4066,314,325,2.0,Esperienza negativa non tornerò.
4067,314,778,2.5,Piatti nella media.
4068,314,476,4.5,Servizio impeccabile davvero soddisfatto.
4069,314,131,5.0,Ci tornerò sicuramente.
4070,314,371,2.0,Troppo rumoroso per i miei gusti.
4071,314,480,2.0,Troppo rumoroso per i miei gusti.
4072,314,261,5.0,Fantastico per una cena tra amici.
4073,314,640,0.5,Esperienza negativa non tornerò.
4074,314,580,2.0,Non consiglio questo posto.
4075,314,448,4.0,Piatti curati nei minimi dettagli.
4076,314,185,3.5,Il migliore della zona!
4077,314,702,5.0,Tutto perfetto consigliato!
4078,314,532,3.5,Ottima atmosfera per una serata romantica.
4079,314,3,2.5,Tempi di attesa accettabili.
4080,314,133,1.0,Tempi di attesa troppo lunghi.
4081,315,379,2.5,Esperienza discreta.
4082,315,1000,2.5,Buono ma potrebbe migliorare.
4083,315,94,4.0,Porzioni abbondanti e sapori genuini.
4084,315,791,2.0,Tempi di attesa troppo lunghi.
4085,315,267,4.0,Ottimo servizio e cibo delizioso!
4086,315,762,0.5,Delusione totale.
4087,315,131,2.0,Delusione totale.
4088,315,496,2.0,Troppo rumoroso per i miei gusti.
4089,315,76,0.5,Cibo senza sapore.
4090,315,617,0.5,Troppo rumoroso per i miei gusti.
4091,315,614,1.5,Personale scortese peccato perché il cibo era buono.
4092,315,358,3.0,Piatti nella media.
4093,315,674,2.0,Porzioni ridicole rispetto al prezzo.
4094,315,7,5.0,Servizio impeccabile davvero soddisfatto.
4095,315,308,5.0,Fantastico per una cena tra amici.
4096,315,635,1.5,Cibo senza sapore.
4097,316,980,1.5,Tempi di attesa troppo lunghi.
4098,316,552,1.0,Delusione totale.
4099,316,732,4.0,Ottimo servizio e cibo delizioso!
4100,316,797,4.0,Fantastico per una cena tra amici.
4101,316,100,3.5,Il dolce era spettacolare!
4102,316,754,0.5,Tavoli sporchi e servizio lento.
4103,316,870,3.5,Ingredienti freschissimi e di qualità.
4104,316,45,1.0,Troppo rumoroso per i miei gusti.
4105,316,792,3.0,Menù vario ma niente che mi abbia colpito.
4106,316,381,4.0,Porzioni abbondanti e sapori genuini.
4107,316,417,3.0,Piatti nella media.
4108,316,456,3.0,Piatti nella media.
4109,316,488,2.5,Buon posto per una pausa pranzo veloce.
4110,316,462,2.0,Pessimo rapporto qualità/prezzo.
4111,316,215,0.5,Pessimo rapporto qualità/prezzo.
4112,316,406,0.5,Pessimo rapporto qualità/prezzo.
4113,317,177,4.0,Ottima atmosfera per una serata romantica.
4114,317,448,0.5,Tavoli sporchi e servizio lento.
4115,317,478,5.0,Ci tornerò sicuramente.
4116,317,515,4.0,Tutto perfetto consigliato!
4117,317,447,3.0,Servizio un po' freddo ma veloce.
4118,317,262,4.5,Il dolce era spettacolare!
4119,317,127,4.5,Porzioni abbondanti e sapori genuini.
4120,317,137,4.0,Il dolce era spettacolare!
4121,317,563,4.5,Vasta scelta di piatti vegetariani.
4122,317,801,1.5,Personale scortese peccato perché il cibo era buono.
4123,317,505,1.0,Porzioni ridicole rispetto al prezzo.
4124,317,197,2.0,Porzioni ridicole rispetto al prezzo.
4125,317,800,4.5,Piatti curati nei minimi dettagli.
4126,317,654,1.5,Personale scortese peccato perché il cibo era buono.
4127,318,120,4.0,Piatti curati nei minimi dettagli.
4128,318,763,0.5,Tavoli sporchi e servizio lento.
4129,318,228,1.5,Esperienza negativa non tornerò.
4130,318,932,3.5,Ingredienti freschissimi e di qualità.
4131,318,364,1.5,Esperienza negativa non tornerò.
4132,318,71,3.5,Il dolce era spettacolare!
4133,318,510,2.5,Menù vario ma niente che mi abbia colpito.
4134,318,642,3.0,Piatti nella media.
4135,318,328,5.0,Ottima atmosfera per una serata romantica.
4136,318,956,2.5,Buono ma potrebbe migliorare.
4137,318,451,2.5,Qualità media prezzi alti.
4138,318,834,0.5,Delusione totale.
4139,318,225,4.0,Fantastico per una cena tra amici.
4140,318,840,2.5,Servizio un po' freddo ma veloce.
4141,319,128,0.5,Personale scortese peccato perché il cibo era buono.
4142,319,386,5.0,Il dolce era spettacolare!
4143,319,393,0.5,Esperienza negativa non tornerò.
4144,319,126,1.0,Pessimo rapporto qualità/prezzo.
4145,319,794,4.5,Il dolce era spettacolare!
4146,319,14,3.0,Buon posto per una pausa pranzo veloce.
4147,319,150,2.5,Esperienza discreta.
4148,319,910,4.5,Il dolce era spettacolare!
4149,319,999,4.0,Ottima atmosfera per una serata romantica.
4150,319,181,4.0,Fantastico per una cena tra amici.
4151,319,962,1.0,Troppo rumoroso per i miei gusti.
4152,319,40,4.5,Tutto perfetto consigliato!
4153,320,966,4.0,Prezzi onesti e piatti ben presentati.
4154,320,624,3.0,Non all'altezza delle aspettative.
4155,320,829,3.5,Vasta scelta di piatti vegetariani.
4156,320,871,4.0,Piatti curati nei minimi dettagli.
4157,320,516,5.0,Prezzi onesti e piatti ben presentati.
4158,320,331,1.5,Non consiglio questo posto.
4159,320,572,5.0,Fantastico per una cena tra amici.
4160,320,559,4.0,Ottimo servizio e cibo delizioso!
4161,320,192,4.0,Servizio impeccabile davvero soddisfatto.
4162,320,330,2.5,Non all'altezza delle aspettative.
4163,320,266,2.0,Troppo rumoroso per i miei gusti.
4164,320,927,3.0,Menù vario ma niente che mi abbia colpito.
4165,321,613,3.5,Ingredienti freschissimi e di qualità.
4166,321,806,1.5,Tempi di attesa troppo lunghi.
4167,321,972,2.5,Piatti nella media.
4168,321,713,2.0,Personale scortese peccato perché il cibo era buono.
4169,321,553,4.0,Ci tornerò sicuramente.
4170,321,503,1.0,Troppo rumoroso per i miei gusti.
4171,321,350,3.5,Piatti curati nei minimi dettagli.
4172,322,258,2.0,Pessimo rapporto qualità/prezzo.
4173,322,302,1.5,Personale scortese peccato perché il cibo era buono.
4174,322,212,5.0,Vasta scelta di piatti vegetariani.
4175,322,689,2.5,Tempi di attesa accettabili.
4176,322,87,3.0,Menù vario ma niente che mi abbia colpito.
4177,322,432,2.5,Piatti nella media.
4178,322,586,3.5,Ci tornerò sicuramente.
4179,322,287,0.5,Esperienza negativa non tornerò.
4180,322,230,4.0,Il migliore della zona!
4181,322,402,4.0,Ingredienti freschissimi e di qualità.
4182,322,737,1.0,Troppo rumoroso per i miei gusti.
4183,322,918,2.0,Troppo rumoroso per i miei gusti.
4184,322,979,1.0,Esperienza negativa non tornerò.
4185,322,140,4.0,Il dolce era spettacolare!
4186,322,994,4.0,Locale accogliente e atmosfera rilassante.
4187,322,840,2.5,Esperienza discreta.
4188,322,299,0.5,Delusione totale.
4189,322,330,4.5,Il migliore della zona!
4190,322,146,1.0,Porzioni ridicole rispetto al prezzo.
4191,322,400,5.0,Esperienza fantastica personale gentile.
4192,323,539,3.0,Locale carino ma nulla di speciale.
4193,323,903,3.0,Servizio un po' freddo ma veloce.
4194,323,458,4.0,Fantastico per una cena tra amici.
4195,323,771,4.5,Ottima atmosfera per una serata romantica.
4196,323,931,3.0,Tempi di attesa accettabili.
4197,323,547,5.0,Locale accogliente e atmosfera rilassante.
4198,323,925,4.0,Prezzi onesti e piatti ben presentati.
4199,323,407,1.0,Tempi di attesa troppo lunghi.
4200,323,718,1.0,Troppo rumoroso per i miei gusti.
4201,323,149,2.0,Cibo senza sapore.
4202,323,947,1.0,Tempi di attesa troppo lunghi.
4203,323,84,2.0,Non consiglio questo posto.
4204,323,437,4.0,Il migliore della zona!
4205,323,918,5.0,Il migliore della zona!
4206,323,679,4.5,Porzioni abbondanti e sapori genuini.
4207,323,491,4.5,Prezzi onesti e piatti ben presentati.
4208,323,236,0.5,Porzioni ridicole rispetto al prezzo.
4209,324,967,4.5,Il migliore della zona!
4210,324,439,3.0,Menù vario ma niente che mi abbia colpito.
4211,324,337,2.0,Tavoli sporchi e servizio lento.
4212,324,125,4.5,Tutto perfetto consigliato!
4213,324,892,2.5,Buon posto per una pausa pranzo veloce.
4214,324,667,5.0,Ci tornerò sicuramente.
4215,324,604,4.5,Vasta scelta di piatti vegetariani.
4216,324,378,0.5,Esperienza negativa non tornerò.
4217,324,766,0.5,Tavoli sporchi e servizio lento.
4218,324,163,1.5,Pessimo rapporto qualità/prezzo.
4219,325,574,1.0,Tavoli sporchi e servizio lento.
4220,325,39,5.0,Il dolce era spettacolare!
4221,325,717,1.5,Non consiglio questo posto.
4222,325,196,0.5,Pessimo rapporto qualità/prezzo.
4223,325,189,2.0,Cibo senza sapore.
4224,325,428,3.5,Servizio impeccabile davvero soddisfatto.
4225,325,319,2.0,Troppo rumoroso per i miei gusti.
4226,325,85,5.0,Fantastico per una cena tra amici.
4227,325,854,0.5,Porzioni ridicole rispetto al prezzo.
4228,325,710,0.5,Troppo rumoroso per i miei gusti.
4229,325,332,1.5,Esperienza negativa non tornerò.
4230,325,139,5.0,Servizio impeccabile davvero soddisfatto.
4231,325,926,2.5,Qualità media prezzi alti.
4232,325,486,5.0,Vasta scelta di piatti vegetariani.
4233,326,296,1.5,Delusione totale.
4234,326,249,1.0,Pessimo rapporto qualità/prezzo.
4235,326,193,4.5,Vasta scelta di piatti vegetariani.
4236,326,608,3.0,Qualità media prezzi alti.
4237,326,471,1.0,Cibo senza sapore.
4238,326,810,5.0,Porzioni abbondanti e sapori genuini.
4239,326,711,3.0,Esperienza discreta.
4240,326,82,1.0,Personale scortese peccato perché il cibo era buono.
4241,326,194,0.5,Porzioni ridicole rispetto al prezzo.
4242,326,869,2.5,Tempi di attesa accettabili.
4243,326,415,3.0,Tempi di attesa accettabili.
4244,326,576,1.0,Porzioni ridicole rispetto al prezzo.
4245,326,548,2.0,Pessimo rapporto qualità/prezzo.
4246,326,541,4.0,Vasta scelta di piatti vegetariani.
4247,326,666,3.5,Locale accogliente e atmosfera rilassante.
4248,326,315,1.0,Delusione totale.
4249,326,820,0.5,Tempi di attesa troppo lunghi.
4250,326,619,1.0,Tavoli sporchi e servizio lento.
4251,326,403,3.5,Ottimo servizio e cibo delizioso!
4252,327,183,1.5,Esperienza negativa non tornerò.
4253,327,729,3.0,Menù vario ma niente che mi abbia colpito.
4254,327,107,0.5,Esperienza negativa non tornerò.
4255,327,394,2.5,Buon posto per una pausa pranzo veloce.
4256,327,498,5.0,Tutto perfetto consigliato!
4257,327,855,1.0,Delusione totale.
4258,327,72,4.0,Prezzi onesti e piatti ben presentati.
4259,327,708,5.0,Esperienza fantastica personale gentile.
4260,327,443,1.5,Porzioni ridicole rispetto al prezzo.
4261,327,130,3.5,Esperienza fantastica personale gentile.
4262,327,335,5.0,Piatti curati nei minimi dettagli.
4263,328,341,3.0,Locale carino ma nulla di speciale.
4264,328,63,4.5,Servizio impeccabile davvero soddisfatto.
4265,328,361,4.0,Fantastico per una cena tra amici.
4266,328,715,2.0,Delusione totale.
4267,328,303,4.5,Locale accogliente e atmosfera rilassante.
4268,328,266,5.0,Locale accogliente e atmosfera rilassante.
4269,328,877,3.5,Tutto perfetto consigliato!
4270,328,766,0.5,Tavoli sporchi e servizio lento.
4271,328,524,4.0,Esperienza fantastica personale gentile.
4272,328,607,2.0,Personale scortese peccato perché il cibo era buono.
4273,328,964,1.5,Non consiglio questo posto.
4274,328,14,3.0,Piatti nella media.
4275,329,158,4.5,Ottimo servizio e cibo delizioso!
4276,329,584,1.0,Tempi di attesa troppo lunghi.
4277,329,139,0.5,Non consiglio questo posto.
4278,329,279,2.5,Menù vario ma niente che mi abbia colpito.
4279,329,582,1.0,Esperienza negativa non tornerò.
4280,329,986,5.0,Piatti curati nei minimi dettagli.
4281,329,812,2.5,Tempi di attesa accettabili.
4282,329,459,0.5,Troppo rumoroso per i miei gusti.
4283,330,43,3.0,Esperienza discreta.
4284,330,215,1.5,Esperienza negativa non tornerò.
4285,330,175,3.5,Tutto perfetto consigliato!
4286,330,24,1.5,Personale scortese peccato perché il cibo era buono.
4287,330,409,0.5,Delusione totale.
4288,330,512,4.5,Il migliore della zona!
4289,330,917,3.0,Servizio un po' freddo ma veloce.
4290,330,906,2.5,Qualità media prezzi alti.
4291,330,740,2.0,Delusione totale.
4292,331,861,1.0,Cibo senza sapore.
4293,331,731,2.0,Porzioni ridicole rispetto al prezzo.
4294,331,379,4.0,Tutto perfetto consigliato!
4295,331,640,2.0,Delusione totale.
4296,331,549,3.0,Buon posto per una pausa pranzo veloce.
4297,331,618,4.0,Esperienza fantastica personale gentile.
4298,331,502,3.0,Buono ma potrebbe migliorare.
4299,331,522,3.0,Menù vario ma niente che mi abbia colpito.
4300,331,569,3.0,Non all'altezza delle aspettative.
4301,331,193,2.0,Porzioni ridicole rispetto al prezzo.
4302,331,769,3.5,Ci tornerò sicuramente.
4303,331,757,3.5,Ingredienti freschissimi e di qualità.
4304,331,238,5.0,Fantastico per una cena tra amici.
4305,331,135,2.0,Non consiglio questo posto.
4306,331,207,5.0,Ci tornerò sicuramente.
4307,331,44,2.0,Esperienza negativa non tornerò.
4308,332,915,4.5,Vasta scelta di piatti vegetariani.
4309,332,304,2.0,Tempi di attesa troppo lunghi.
4310,332,702,4.0,Il dolce era spettacolare!
4311,332,164,2.0,Delusione totale.
4312,332,225,4.0,Il migliore della zona!
4313,332,415,4.5,Ottimo servizio e cibo delizioso!
4314,332,247,0.5,Porzioni ridicole rispetto al prezzo.
4315,332,745,3.5,Tutto perfetto consigliato!
4316,332,473,4.5,Servizio impeccabile davvero soddisfatto.
4317,332,313,5.0,Tutto perfetto consigliato!
4318,332,402,1.0,Troppo rumoroso per i miei gusti.
4319,332,563,5.0,Servizio impeccabile davvero soddisfatto.
4320,332,668,0.5,Tavoli sporchi e servizio lento.
4321,332,482,4.0,Ottima atmosfera per una serata romantica.
4322,332,375,3.5,Ingredienti freschissimi e di qualità.
4323,332,347,3.0,Buono ma potrebbe migliorare.
4324,332,652,2.0,Troppo rumoroso per i miei gusti.
4325,332,750,1.0,Cibo senza sapore.
4326,332,272,2.5,Buon posto per una pausa pranzo veloce.
4327,332,44,5.0,Esperienza fantastica personale gentile.
4328,333,611,4.5,Locale accogliente e atmosfera rilassante.
4329,333,528,2.0,Pessimo rapporto qualità/prezzo.
4330,333,369,0.5,Tavoli sporchi e servizio lento.
4331,333,195,3.5,Fantastico per una cena tra amici.
4332,333,784,3.0,Tempi di attesa accettabili.
4333,333,778,5.0,Tutto perfetto consigliato!
4334,333,555,2.0,Delusione totale.
4335,333,608,3.0,Piatti nella media.
4336,333,249,5.0,Vasta scelta di piatti vegetariani.
4337,333,450,4.5,Ci tornerò sicuramente.
4338,333,600,0.5,Troppo rumoroso per i miei gusti.
4339,333,716,3.0,Piatti nella media.
4340,333,965,2.5,Locale carino ma nulla di speciale.
4341,333,39,1.0,Personale scortese peccato perché il cibo era buono.
4342,333,307,2.0,Troppo rumoroso per i miei gusti.
4343,333,388,2.0,Troppo rumoroso per i miei gusti.
4344,333,192,5.0,Ottima atmosfera per una serata romantica.
4345,333,492,2.5,Esperienza discreta.
4346,333,754,4.5,Il dolce era spettacolare!
4347,334,490,1.0,Non consiglio questo posto.
4348,334,953,1.5,Tempi di attesa troppo lunghi.
4349,334,923,5.0,Ottima atmosfera per una serata romantica.
4350,334,84,2.5,Piatti nella media.
4351,334,279,2.0,Tavoli sporchi e servizio lento.
4352,334,59,0.5,Delusione totale.
4353,334,89,1.0,Porzioni ridicole rispetto al prezzo.
4354,334,525,0.5,Pessimo rapporto qualità/prezzo.
4355,335,63,4.0,Prezzi onesti e piatti ben presentati.
4356,335,154,4.5,Locale accogliente e atmosfera rilassante.
4357,335,65,3.0,Locale carino ma nulla di speciale.
4358,335,708,5.0,Ottimo servizio e cibo delizioso!
4359,335,113,3.5,Ottima atmosfera per una serata romantica.
4360,335,216,0.5,Esperienza negativa non tornerò.
4361,336,572,2.0,Pessimo rapporto qualità/prezzo.
4362,336,172,2.5,Tempi di attesa accettabili.
4363,336,881,4.0,Piatti curati nei minimi dettagli.
4364,336,728,3.5,Fantastico per una cena tra amici.
4365,336,357,3.5,Locale accogliente e atmosfera rilassante.
4366,336,75,5.0,Ottima atmosfera per una serata romantica.
4367,336,645,3.0,Non all'altezza delle aspettative.
4368,337,424,3.5,Ci tornerò sicuramente.
4369,337,61,2.0,Porzioni ridicole rispetto al prezzo.
4370,337,471,1.0,Delusione totale.
4371,337,680,5.0,Porzioni abbondanti e sapori genuini.
4372,337,436,2.5,Esperienza discreta.
4373,337,641,3.5,Fantastico per una cena tra amici.
4374,337,231,1.5,Tavoli sporchi e servizio lento.
4375,337,202,3.5,Fantastico per una cena tra amici.
4376,337,925,2.0,Cibo senza sapore.
4377,337,655,1.0,Troppo rumoroso per i miei gusti.
4378,337,326,3.0,Menù vario ma niente che mi abbia colpito.
4379,337,947,2.5,Servizio un po' freddo ma veloce.
4380,337,762,3.5,Piatti curati nei minimi dettagli.
4381,337,42,3.5,Piatti curati nei minimi dettagli.
